,title,release_year,vote_count,vote_average
12311,The Pumpkin Eater,1964,6.0,6.0
12312,Things I Never Told You,1996,6.0,3.3
12313,Killing Words,2003,11.0,6.5
12314,Lavoura Arcaica,2001,9.0,7.3
12315,Santa Claus Conquers the Martians,1964,30.0,3.5
12316,Two Sons of Francisco,2005,43.0,6.7
12317,Equinox Flower,1958,15.0,6.8
12318,Cassandra's Dream,2007,219.0,6.1
12319,10.5: Apocalypse,2006,33.0,4.9
12320,The Mostly Unfabulous Social Life of Ethan Green,2005,11.0,5.3
12321,Taare Zameen Par,2007,194.0,7.7
12322,Lemonade Joe,1964,16.0,7.1
12323,Dragon Wars: D-War,2007,104.0,4.0
12324,LOL,2006,8.0,6.6
12325,The Band's Visit,2007,40.0,7.0
12326,In Between Days,2007,7.0,5.7
12327,[REC],2007,954.0,7.1
12328,.45,2006,49.0,5.2
12329,And Soon the Darkness,1970,25.0,7.1
12330,God Save the King,2005,8.0,6.9
12331,In the Name of the King: A Dungeon Siege Tale,2007,227.0,4.1
12332,Flawless,2007,142.0,6.6
12333,Live-In Maid,2004,3.0,7.8
12334,Along the Ridge,2006,10.0,7.3
12335,Cloverfield,2008,2297.0,6.4
12336,Mad Money,2008,146.0,5.9
12337,The Detonator,2006,30.0,4.2
12338,Trade,2007,69.0,6.8
12339,Cleaner,2007,201.0,5.9
12340,"Rachel, Rachel",1968,17.0,6.0
12341,Hatchet,2006,161.0,5.7
12342,Blonde Ambition,2007,30.0,3.9
12343,Welcome to L.A.,1976,4.0,5.5
12344,Timber Falls,2007,38.0,5.2
12345,The Sensation Of Sight,2006,0.0,0.0
12346,Arranged,2007,13.0,6.0
12347,He Was a Quiet Man,2007,83.0,6.5
12348,Viva Villa!,1934,5.0,5.0
12349,The Return of Doctor X,1939,7.0,5.6
12350,The Cheyenne Social Club,1970,15.0,6.0
12351,"Laugh, Clown, Laugh",1928,7.0,6.4
12352,The Iron Horse,1924,11.0,7.1
12353,Just Pals,1920,3.0,6.8
12354,3 Bad Men,1926,8.0,7.3
12355,Heaven and Earth,1990,4.0,5.6
12356,Cat Soup,2001,27.0,7.4
12357,The Girl Who Leapt Through Time,2006,435.0,7.8
12358,Sex and Breakfast,2007,11.0,4.9
12359,What?,1972,23.0,6.1
12360,One Missed Call,2008,174.0,4.7
12361,First Sunday,2008,40.0,5.3
12362,Untraceable,2008,241.0,5.9
12363,Rambo,2008,1009.0,6.4
12364,How She Move,2008,6.0,3.0
12365,Meet the Spartans,2008,370.0,3.8
12366,The Eye,2008,284.0,5.5
12367,Strange Wilderness,2008,70.0,4.7
12368,Over Her Dead Body,2008,147.0,5.3
12369,Fallen Art,2004,22.0,7.6
12370,Kings of the Road,1976,11.0,7.1
12371,The Signal,2007,85.0,5.9
12372,Hellboy II: The Golden Army,2008,1555.0,6.5
12373,The Green Man,1956,6.0,6.6
12374,Ira & Abby,2006,9.0,5.8
12375,In Bruges,2008,1414.0,7.4
12376,The Shoes of the Fisherman,1968,10.0,6.1
12377,That Man from Rio,1964,32.0,7.1
12378,"Clean, Shaven",1993,24.0,7.0
12379,À nos amours,1983,37.0,5.6
12380,Thunder Rock,1942,3.0,7.3
12381,Bamako,2006,9.0,6.4
12382,World on a Wire,1973,33.0,7.2
12383,The Bottom of the Sea,2003,6.0,6.7
12384,Cazuza: Time Doesn't Stop,2004,34.0,6.9
12385,Future by Design,2006,6.0,7.6
12386,Caramel,2007,53.0,6.8
12387,Poor Boy's Game,2007,6.0,5.4
12388,Operation Homecoming: Writing the Wartime Experience,2007,1.0,5.0
12389,Rise of the Footsoldier,2007,80.0,6.8
12390,Joe Strummer: The Future Is Unwritten,2007,20.0,7.3
12391,Canvas,2006,5.0,6.1
12392,The Count of Monte Cristo,1934,14.0,5.6
12393,Wedding Daze,2006,96.0,5.2
12394,The Prisoner of Shark Island,1936,12.0,7.0
12395,Dark Angel,1990,75.0,5.5
12396,Teeth,2007,213.0,5.2
12397,Crime Zone,1989,7.0,3.9
12398,Visiting Hours,1982,22.0,5.4
12399,"Big Bang Love, Juvenile A",2006,18.0,6.5
12400,Noriko's Dinner Table,2005,34.0,6.8
12401,Welcome Home Roscoe Jenkins,2008,58.0,5.7
12402,Fool's Gold,2008,454.0,5.4
12403,The Great Lie,1941,11.0,6.1
12404,Blue State,2007,13.0,6.2
12405,U2 3D,2007,10.0,6.7
12406,Deep Water,2006,13.0,6.7
12407,The Art of Negative Thinking,2006,6.0,7.0
12408,In Which We Serve,1942,18.0,6.6
12409,The Motel,2005,3.0,7.0
12410,Hunger,1966,11.0,7.5
12411,The Shout,1978,22.0,6.4
12412,Jumper,2008,1855.0,5.9
12413,It's a Free World...,2007,23.0,6.1
12414,Already Dead,2007,6.0,4.4
12415,"Definitely, Maybe",2008,638.0,6.7
12416,I Live in Fear,1955,20.0,6.8
12417,Four Sons,1928,4.0,6.8
12418,The Air I Breathe,2007,115.0,6.1
12419,Hangman's House,1928,4.0,6.3
12420,Street Thief,2006,11.0,6.3
12421,The 10th District Court: Moments of Trial,2004,2.0,6.5
12422,Vantage Point,2008,731.0,6.3
12423,The Spiderwick Chronicles,2008,593.0,6.3
12424,Step Up 2: The Streets,2008,658.0,6.5
12425,Jodhaa Akbar,2008,74.0,7.6
12426,Born Reckless,1930,2.0,5.0
12427,Il Mare,2000,31.0,7.3
12428,Up the River,1930,6.0,5.7
12429,Great World of Sound,2007,2.0,6.0
12430,Witless Protection,2008,27.0,3.9
12431,The Other Boleyn Girl,2008,498.0,6.4
12432,Semi-Pro,2008,255.0,5.4
12433,"Run, Fatboy, Run",2007,241.0,6.2
12434,Crying Out Love in the Center of the World,2004,15.0,6.9
12435,Seas Beneath,1931,1.0,7.0
12436,Please Vote for Me,2007,4.0,7.0
12437,Taxi to the Dark Side,2007,53.0,6.6
12438,Out of the Blue,2006,18.0,5.9
12439,The Method,2005,38.0,6.8
12440,Which Way Is Up?,1977,11.0,6.1
12441,Grace is Gone,2007,32.0,6.1
12442,The Marksman,2005,25.0,3.9
12443,Gran Paradiso,2000,0.0,0.0
12444,Keeper of the Flame,1943,6.0,7.3
12445,The Emperor Waltz,1948,1.0,6.0
12446,Descent,2007,16.0,3.7
12447,College Road Trip,2008,91.0,5.0
12448,"10,000 BC",2008,934.0,5.1
12449,The Bank Job,2008,708.0,6.6
12450,Doomsday,2008,374.0,5.8
12451,Horton Hears a Who!,2008,927.0,6.3
12452,Funny Games,2007,562.0,6.3
12453,The Counterfeiters,2007,145.0,7.3
12454,Mongol: The Rise of Genghis Khan,2007,165.0,6.5
12455,War Dance,2007,3.0,7.3
12456,The Love Guru,2008,243.0,4.3
12457,VeggieTales: The Pirates Who Don't Do Anything,2008,25.0,5.9
12458,Diary of the Dead,2007,194.0,5.4
12459,Hallam Foe,2007,51.0,6.8
12460,Penelope,2006,409.0,6.5
12461,City of Men,2007,66.0,6.6
12462,Chicago 10,2007,5.0,6.6
12463,"Romulus, My Father",2007,13.0,6.0
12464,The Woman in White,1948,6.0,5.1
12465,Zeitgeist,2007,173.0,7.0
12466,Terkel in Trouble,2004,24.0,6.8
12467,Jellyfish,2007,10.0,6.4
12468,Justice League: The New Frontier,2008,115.0,6.6
12469,The District,2004,5.0,5.3
12470,The Hottest State,2006,6.0,5.3
12471,Then She Found Me,2007,51.0,5.4
12472,The Naked Island,1960,29.0,7.6
12473,Sigur Rós: Heima,2007,22.0,8.0
12474,What Just Happened,2008,128.0,5.2
12475,A Little Trip to Heaven,2005,21.0,5.2
12476,Downhill Racer,1969,24.0,6.1
12477,Saving Sarah Cain,2007,4.0,5.5
12478,Return of the Living Dead 3,1993,88.0,5.9
12479,Miss Pettigrew Lives for a Day,2008,100.0,6.8
12480,Snow Angels,2008,50.0,6.3
12481,Married Life,2007,38.0,6.1
12482,Believers,2007,13.0,4.5
12483,Sun Valley Serenade,1941,3.0,6.0
12484,Mala Noche,1986,20.0,6.0
12485,On the Outs,2004,6.0,5.9
12486,Stupid Boy,2004,9.0,4.4
12487,The Class,2007,54.0,7.6
12488,The Dark Knight,2008,12269.0,8.3
12489,Doctor Bull,1933,2.0,5.0
12490,Made in U.S.A,1966,16.0,6.5
12491,Restless Natives,1985,8.0,6.3
12492,Quiet City,2007,7.0,6.6
12493,Phar Lap,1983,9.0,7.3
12494,51 Birch Street,2006,6.0,6.8
12495,Black Dawn,2005,21.0,3.6
12496,The Hammer,2007,15.0,6.5
12497,Never Back Down,2008,511.0,6.5
12498,Terror's Advocate,2007,11.0,6.7
12499,9 Star Hotel,2007,0.0,0.0
12500,Napoleon,1927,28.0,7.9
12501,CJ7,2008,110.0,6.1
12502,Drillbit Taylor,2008,284.0,5.5
12503,Dead Awake,2001,3.0,7.0
12504,Under the Same Moon,2008,28.0,7.0
12505,Tropical Malady,2005,26.0,6.6
12506,Slipstream,2007,22.0,5.5
12507,Terror of Mechagodzilla,1975,23.0,5.6
12508,The Smiling Lieutenant,1931,14.0,6.6
12509,Alatriste,2006,62.0,5.6
12510,Joysticks,1983,14.0,5.2
12511,Spirit Trap,2005,8.0,4.1
12512,The Promised Land,1975,10.0,7.0
12513,Youth Without Youth,2007,47.0,6.5
12514,Khadak,2006,5.0,6.6
12515,21,2008,1406.0,6.5
12516,Smart People,2008,74.0,5.8
12517,Pierrepoint: The Last Hangman,2005,16.0,7.7
12518,The Hawk Is Dying,2007,4.0,5.8
12519,Le Bal,1983,12.0,7.4
12520,The Gymnast,2006,8.0,7.5
12521,The Shepherd: Border Patrol,2008,30.0,5.1
12522,Leatherheads,2008,131.0,5.7
12523,Assembly,2007,35.0,7.1
12524,Why Not?,1981,3.0,6.7
12525,Pirates,1986,47.0,6.2
12526,Zebraman,2004,25.0,6.8
12527,Marketa Lazarová,1967,32.0,8.0
12528,Stop-Loss,2008,84.0,6.1
12529,Shine a Light,2008,45.0,7.2
12530,Dark Matter,2007,16.0,6.4
12531,The Business of Being Born,2008,13.0,7.3
12532,Black Peter,1964,10.0,7.3
12533,The Aerial,2007,19.0,7.1
12534,Chan Is Missing,1982,6.0,7.5
12535,Close to Home,2005,6.0,6.3
12536,White Palms,2006,7.0,7.4
12537,Saawariya,2007,25.0,5.5
12538,Julia,2008,23.0,7.2
12539,I Always Wanted to Be a Gangster,2008,22.0,7.3
12540,Just Anybody,2008,1.0,5.0
12541,The Pope's Toilet,2007,14.0,6.8
12542,Inside,2007,152.0,6.7
12543,Nim's Island,2008,341.0,5.6
12544,The Ruins,2008,270.0,5.6
12545,Joy Division,2007,22.0,7.7
12546,Manda Bala (Send a Bullet),2007,5.0,5.4
12547,Forgetting Sarah Marshall,2008,1194.0,6.4
12548,Sex and Death 101,2007,67.0,5.6
12549,Superhero Movie,2008,394.0,4.9
12550,Street Kings,2008,369.0,6.3
12551,The Visitor,2007,132.0,6.9
12552,Harold & Kumar Escape from Guantanamo Bay,2008,508.0,6.2
12553,99 francs,2007,211.0,6.4
12554,Private Property,2006,9.0,6.4
12555,Speed Racer,2008,359.0,5.7
12556,Gabriel,2007,77.0,5.0
12557,Diminished Capacity,2008,3.0,6.2
12558,Nathalie...,2003,16.0,6.1
12559,Chapter 27,2007,70.0,5.7
12560,The Thief Who Came to Dinner,1973,4.0,8.3
12561,The Forbidden Kingdom,2008,476.0,6.3
12562,Where in the World Is Osama Bin Laden?,2008,19.0,6.4
12563,The Life Before Her Eyes,2007,88.0,6.1
12564,"Puff, Puff, Pass",2006,12.0,6.1
12565,Pulp,1972,8.0,6.3
12566,Virgin Territory,2007,75.0,4.3
12567,Happy-Go-Lucky,2008,130.0,6.4
12568,Religulous,2008,200.0,7.2
12569,Outpost,2007,79.0,6.0
12570,Are You Scared?,2006,11.0,3.5
12571,Before Flying Back to Earth,2005,2.0,6.0
12572,Bernard and Doris,2006,22.0,6.4
12573,Son of Rambow,2007,146.0,6.7
12574,Super High Me,2007,71.0,5.9
12575,Black Friday,1940,7.0,6.5
12576,The Invisible Ray,1936,11.0,6.2
12577,Murders in the Rue Morgue,1932,20.0,6.0
12578,The Killer Elite,1975,24.0,5.8
12579,Tarzan Escapes,1936,14.0,6.3
12580,Tarzan Finds a Son!,1939,22.0,5.8
12581,Tarzan's Secret Treasure,1941,13.0,5.5
12582,Tarzan's New York Adventure,1942,21.0,5.7
12583,Viva Zapata!,1952,41.0,6.6
12584,Antares,2004,15.0,5.7
12585,Outsourced,2006,58.0,6.3
12586,Deception,2008,200.0,5.7
12587,Baby Mama,2008,205.0,5.8
12588,The Unknown Woman,2006,49.0,7.1
12589,Delirious,2006,18.0,6.7
12590,Klimt,2006,20.0,5.5
12591,Expelled: No Intelligence Allowed,2008,33.0,4.1
12592,Viva Cuba,2005,9.0,7.1
12593,Prom Night,2008,170.0,4.8
12594,The White Massai,2005,18.0,6.4
12595,Iron Man,2008,8951.0,7.4
12596,Possessed,1999,3.0,6.0
12597,Made of Honor,2008,410.0,6.0
12598,Redbelt,2008,77.0,6.4
12599,Mister Lonely,2008,21.0,6.6
12600,Anamorph,2007,49.0,5.0
12601,"The Bread, My Sweet",2001,6.0,5.0
12602,Taken,2008,4444.0,7.2
12603,Hero Wanted,2008,36.0,5.3
12604,Flight of the Red Balloon,2007,15.0,6.1
12605,The Fall,2008,430.0,7.7
12606,Stargate: The Ark of Truth,2008,143.0,6.9
12607,Walk All Over Me,2007,9.0,6.4
12608,Blind Dating,2006,51.0,6.0
12609,Meet Bill,2007,89.0,5.9
12610,An American Crime,2007,165.0,7.3
12611,What Happens in Vegas,2008,949.0,5.8
12612,White Night,2007,6.0,5.3
12613,American Pie Presents: Beta House,2007,480.0,5.4
12614,Numb,2007,26.0,5.3
12615,Bella,2006,37.0,6.7
12616,Fiorile,1993,6.0,7.0
12617,The Man Between,1953,8.0,7.3
12618,The Stars Look Down,1940,3.0,6.3
12619,The Unknown Soldier,2006,1.0,5.0
12620,a/k/a Tommy Chong,2006,11.0,7.3
12621,The Chronicles of Narnia: Prince Caspian,2008,1668.0,6.3
12622,Reprise,2006,29.0,6.8
12623,The Window,1949,11.0,7.3
12624,The Ron Clark Story,2006,19.0,7.0
12625,Shelter,2007,100.0,7.8
12626,American Crude,2008,8.0,2.4
12627,Young @ Heart,2008,20.0,7.6
12628,"War, Inc.",2008,86.0,5.6
12629,The Year of the Wolf,2007,4.0,6.8
12630,The Girl Next Door,2007,209.0,6.5
12631,King Corn,2007,12.0,6.8
12632,Indiana Jones and the Kingdom of the Crystal Skull,2008,2558.0,5.7
12633,How to Rob a Bank,2007,35.0,6.2
12634,Hey Hey It's Esther Blueburger,2008,4.0,6.5
12635,The Quiet American,1958,7.0,5.3
12636,Blonde and Blonder,2008,12.0,4.4
12637,Wesley Willis: The Daddy of Rock 'n' Roll,2003,0.0,0.0
12638,Patti Smith: Dream of Life,2008,8.0,6.2
12639,Day of the Outlaw,1959,16.0,5.7
12640,Nina's Heavenly Delights,2006,9.0,6.7
12641,Following Sean,2006,5.0,6.1
12642,One Hour with You,1932,8.0,5.4
12643,Lake of Fire,2006,11.0,8.1
12644,The Witnesses,2007,16.0,6.9
12645,The Oxford Murders,2008,191.0,5.7
12646,Shutter,2008,184.0,5.3
12647,The Grand,2007,22.0,6.3
12648,Sex and the City,2008,525.0,6.0
12649,The Strangers,2008,509.0,6.0
12650,Savage Grace,2007,60.0,5.7
12651,Bigger Stronger Faster*,2008,41.0,7.0
12652,All the Boys Love Mandy Lane,2008,211.0,5.7
12653,Memories of Matsuko,2006,33.0,7.2
12654,Allan Quatermain and the Temple of Skulls,2008,11.0,3.4
12655,Kung Fu Panda,2008,3231.0,6.9
12656,What Would Jesus Buy?,2007,3.0,7.7
12657,Extreme Private Eros: Love Song 1974,1974,5.0,7.6
12658,The Emperor's Naked Army Marches On,1987,7.0,7.5
12659,Antonio das Mortes,1969,13.0,6.0
12660,Recount,2008,43.0,6.6
12661,Ex Drummer,2007,50.0,6.6
12662,The Art of Crying,2007,8.0,6.6
12663,Where the Sidewalk Ends,1950,36.0,6.5
12664,100 Rifles,1969,24.0,5.5
12665,Blood Alley,1955,9.0,5.8
12666,Chato's Land,1972,33.0,6.7
12667,Cold Sweat,1970,11.0,5.3
12668,The FBI Story,1959,7.0,4.5
12669,"Farewell, Friend",1968,18.0,6.4
12670,The Iron Mask,1929,4.0,7.3
12671,St. Ives,1976,11.0,5.7
12672,Villa Rides,1968,15.0,5.8
12673,The Wings of Eagles,1957,13.0,6.5
12674,Steamboat Round the Bend,1935,2.0,8.5
12675,The World Moves On,1934,1.0,6.0
12676,Pilgrimage,1933,1.0,5.0
12677,Lonelyhearts,1958,4.0,3.8
12678,The Andromeda Strain,2008,78.0,6.3
12679,Boat People,1982,4.0,7.0
12680,Wrong Move,1975,9.0,7.4
12681,Dust in the Wind,1986,12.0,7.9
12682,You Don't Mess with the Zohan,2008,1068.0,5.5
12683,The Prefab People,1982,10.0,6.6
12684,The Promotion,2008,76.0,5.4
12685,When Did You Last See Your Father?,2007,14.0,6.8
12686,My Brother Is an Only Child,2007,61.0,6.7
12687,Stuck,2007,53.0,6.1
12688,July Rhapsody,2002,6.0,5.6
12689,Flesh Gordon,1974,28.0,4.5
12690,Telefon,1977,17.0,5.9
12691,The Lost World,1960,31.0,5.0
12692,The Mark of Zorro,1920,6.0,6.3
12693,The Protector,1985,34.0,5.7
12694,The Three Musketeers,1921,5.0,5.7
12695,Warlock,1959,30.0,6.7
12696,The Fiances,1963,9.0,6.0
12697,Il Posto,1961,12.0,6.9
12698,Chaos Theory,2008,127.0,6.2
12699,The Boys & Girls Guide to Getting Down,2007,8.0,6.0
12700,Boy A,2007,155.0,7.1
12701,Doctor Who,1996,64.0,6.0
12702,A Complete History of My Sexual Failures,2008,18.0,6.9
12703,The Warlords,2007,83.0,6.3
12704,Spiral,2007,23.0,6.6
12705,Hounddog,2007,28.0,6.2
12706,The Happening,2008,968.0,4.9
12707,The Incredible Hulk,2008,3086.0,6.1
12708,Baghead,2008,23.0,5.8
12709,The Children of Huang Shi,2008,53.0,6.5
12710,Quill:  The Life of a Guide Dog,2004,11.0,7.1
12711,WALL·E,2008,6439.0,7.8
12712,Wanted,2008,2583.0,6.4
12713,Hancock,2008,3050.0,6.2
12714,Boy Culture,2007,30.0,6.0
12715,Ten Minutes Older: The Trumpet,2002,8.0,6.8
12716,Angel Face,1952,29.0,6.9
12717,Huckleberry Finn,1974,4.0,6.1
12718,Tom Sawyer,1973,21.0,6.3
12719,Turn the River,2008,10.0,5.5
12720,Get Smart,2008,1072.0,6.0
12721,Young People Fucking,2007,73.0,5.9
12722,Brick Lane,2007,15.0,5.2
12723,Surfwise,2007,8.0,7.4
12724,The Rape of Europa,2006,10.0,7.4
12725,St. Trinian's,2007,148.0,5.6
12726,The Penalty,1920,11.0,6.6
12727,Crossed Tracks,2007,9.0,6.6
12728,Desire,1936,9.0,5.2
12729,Futurama: The Beast with a Billion Backs,2008,156.0,6.9
12730,Equinox,1970,16.0,5.5
12731,At the Death House Door,2008,3.0,4.8
12732,Archangel,1990,12.0,6.0
12733,Battlefield Baseball,2003,12.0,4.9
12734,The Hourglass Sanatorium,1973,17.0,7.9
12735,The Color of Pomegranates,1969,31.0,7.9
12736,David Cross: Let America Laugh,2003,7.0,5.9
12737,West of Zanzibar,1928,5.0,6.2
12738,Tell It to the Marines,1926,5.0,5.6
12739,The Unholy Three,1925,11.0,5.8
12740,The Unholy Three,1930,2.0,2.5
12741,London After Midnight,1927,8.0,5.8
12742,Dog Day,1984,4.0,4.1
12743,The Klansman,1974,7.0,4.7
12744,Pocket Money,1972,6.0,5.3
12745,The Goddess,1960,9.0,6.9
12746,Bambi II,2006,199.0,6.0
12747,Gunnin' for That #1 Spot,2008,5.0,5.6
12748,Finding Amanda,2008,13.0,5.2
12749,Kit Kittredge: An American Girl,2008,35.0,6.4
12750,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,29.0,7.2
12751,The Wackness,2008,95.0,6.2
12752,Up the Yangtze,2007,7.0,6.4
12753,Get Well Soon,2001,6.0,3.8
12754,Strange Circus,2005,47.0,7.1
12755,Along Came Jones,1945,9.0,3.8
12756,The Black Swan,1942,17.0,6.1
12757,Cheyenne Autumn,1964,26.0,5.6
12758,Hour of the Gun,1967,16.0,5.7
12759,Sleepwalking,2008,26.0,6.4
12760,Encounters at the End of the World,2007,84.0,7.2
12761,Mauvais Sang,1986,32.0,6.9
12762,Dante 01,2008,39.0,5.1
12763,Standard Operating Procedure,2008,15.0,6.7
12764,Wee Willie Winkie,1937,3.0,7.3
12765,A Page of Madness,1926,18.0,7.8
12766,Two Women,1999,1.0,4.0
12767,Zombie Strippers!,2008,80.0,4.3
12768,Frosty the Snowman,1969,72.0,6.7
12769,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,2007,2.0,8.5
12770,Roman Polanski: Wanted and Desired,2008,12.0,6.6
12771,Z Channel: A Magnificent Obsession,2004,12.0,7.4
12772,Battle For Haditha,2007,39.0,6.0
12773,Alexandra,2007,10.0,6.0
12774,Transylvania,2006,5.0,4.6
12775,Mamma Mia!,2008,1435.0,6.4
12776,Ganes,2007,8.0,5.5
12777,Welcome to the Sticks,2008,638.0,6.7
12778,The Pornographers,1966,9.0,7.0
12779,Kabluey,2007,18.0,6.2
12780,The Stone Angel,2007,8.0,5.6
12781,Honeydripper,2007,8.0,5.3
12782,Summer '04,2006,4.0,5.5
12783,The Home of Dark Butterflies,2008,8.0,6.3
12784,Dark Floors,2008,50.0,4.6
12785,Silentium,2004,22.0,7.2
12786,Rogue,2007,151.0,6.2
12787,The Violin,2005,11.0,6.5
12788,Sublime,2007,33.0,5.3
12789,Towelhead,2008,45.0,6.5
12790,No Regrets for Our Youth,1946,10.0,6.5
12791,"It's the Great Pumpkin, Charlie Brown",1966,84.0,7.3
12792,Lost Islands,2008,4.0,5.1
12793,Borderline,1950,8.0,5.4
12794,Katyn,2007,50.0,6.7
12795,Pan Tadeusz,1999,6.0,5.3
12796,Journey to the Center of the Earth,2008,1353.0,5.8
12797,Meet Dave,2008,381.0,5.1
12798,The Machine Girl,2008,68.0,6.4
12799,August,2008,17.0,5.6
12800,Death Defying Acts,2007,59.0,5.5
12801,Water Lilies,2007,54.0,6.0
12802,Shrooms,2007,99.0,4.8
12803,Manslaughter,2005,10.0,6.2
12804,The Bench,2000,14.0,7.2
12805,Breath,2007,18.0,6.9
12806,Just Another Love Story,2007,18.0,6.4
12807,The Substitute,2007,19.0,5.7
12808,Next Door,2005,42.0,6.6
12809,Chinese Roulette,1976,13.0,7.0
12810,Heartbeat Detector,2007,2.0,6.5
12811,Flakes,2007,22.0,5.6
12812,Death Note,2006,163.0,6.8
12813,A Majority of One,1961,2.0,5.5
12814,Moving McAllister,2007,15.0,4.9
12815,The Tall T,1957,26.0,7.1
12816,Music Within,2007,18.0,6.7
12817,Transsiberian,2008,197.0,6.5
12818,Space Chimps,2008,102.0,5.1
12819,The Last Mistress,2007,15.0,6.2
12820,Jimmy Carter Man from Plains,2007,3.0,7.3
12821,Stargate: Continuum,2008,151.0,6.8
12822,Watchmen,2009,2892.0,7.0
12823,Bravo Two Zero,1999,15.0,5.3
12824,Conspiracy,2008,10.0,5.3
12825,War Games: The Dead Code,2008,47.0,5.1
12826,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,1.0,8.0
12827,Steal a Pencil for Me,2007,1.0,7.0
12828,Shotgun Stories,2007,58.0,6.9
12829,Watching the Detectives,2007,17.0,6.6
12830,Mr. Untouchable,2007,6.0,6.8
12831,Blast of Silence,1961,17.0,7.4
12832,Felon,2008,239.0,7.1
12833,Step Brothers,2008,1084.0,6.5
12834,Brideshead Revisited,2008,55.0,6.2
12835,The X Files: I Want to Believe,2008,534.0,5.5
12836,American Teen,2008,16.0,6.5
12837,Man on Wire,2008,282.0,7.5
12838,CSNY/Déjà Vu,2008,0.0,0.0
12839,The Little Drummer Boy,1968,18.0,6.1
12840,The Little Mermaid II: Return to the Sea,2000,342.0,5.9
12841,The Colour of Magic,2008,52.0,6.4
12842,Hogfather,2006,41.0,6.9
12843,Mulberry Street,2006,39.0,5.3
12844,Lost in Beijing,2007,15.0,6.4
12845,Pathology,2008,147.0,5.6
12846,Love & Pop,1998,10.0,7.0
12847,The Tracey Fragments,2007,36.0,5.9
12848,The Family Game,1983,6.0,5.3
12849,The Zone,2007,26.0,6.3
12850,Blindsight,2006,2.0,8.0
12851,The Edge of Love,2008,81.0,6.1
12852,The Godless Girl,1929,2.0,7.5
12853,Heart of a Dog,1988,38.0,7.1
12854,Bonneville,2006,16.0,5.9
12855,Frozen City,2006,3.0,5.7
12856,The Mummy: Tomb of the Dragon Emperor,2008,1418.0,5.2
12857,Swing Vote,2008,66.0,5.8
12858,The Midnight Meat Train,2008,294.0,6.0
12859,Frozen River,2008,99.0,6.7
12860,Sixty Six,2006,10.0,6.4
12861,Bottle Shock,2008,60.0,6.6
12862,Vicky Cristina Barcelona,2008,1050.0,6.7
12863,Batman: Gotham Knight,2008,171.0,6.7
12864,Fist of the North Star,1986,40.0,7.0
12865,Eve and the Fire Horse,2005,2.0,7.0
12866,The End of Summer,1961,18.0,7.9
12867,A Moment to Remember,2004,75.0,7.6
12868,Year of the Gun,1991,9.0,4.2
12869,In Paris,2006,25.0,6.7
12870,The Walker,2007,26.0,5.0
12871,Gigantics,1999,28.0,7.9
12872,Peppermint Candy,1999,41.0,7.7
12873,Pineapple Express,2008,1169.0,6.6
12874,Red Cliff,2008,207.0,7.1
12875,The World's Greatest Lover,1977,9.0,6.0
12876,WΔZ,2007,43.0,5.5
12877,Silent Light,2007,27.0,7.1
12878,The Take,2007,8.0,5.4
12879,Expired,2007,10.0,6.6
12880,The Sisterhood of the Traveling Pants 2,2008,244.0,6.1
12881,Hell Ride,2008,55.0,5.5
12882,Elegy,2008,73.0,6.4
12883,The Good Humor Man,2008,2.0,7.0
12884,Bomb It,2007,5.0,6.6
12885,Still Life,2007,4.0,7.8
12886,Bathory: Countess of Blood,2008,32.0,5.5
12887,Quid Pro Quo,2008,6.0,6.0
12888,Black Caesar,1973,21.0,5.7
12889,High School Musical 2,2007,884.0,6.1
12890,Tropic Thunder,2008,1707.0,6.5
12891,The Objective,2008,56.0,5.8
12892,Star Wars: The Clone Wars,2008,434.0,5.8
12893,Henry Poole Is Here,2008,64.0,5.8
12894,In the City of Sylvia,2007,9.0,6.9
12895,Mutant Chronicles,2008,142.0,5.1
12896,13 Beloved,2006,50.0,6.4
12897,Waltz with Bashir,2008,294.0,7.8
12898,Let the Right One In,2008,997.0,7.5
12899,Hamlet 2,2008,56.0,6.1
12900,Death Race,2008,1205.0,6.0
12901,The House Bunny,2008,548.0,5.6
12902,The Longshots,2008,11.0,6.5
12903,The Rocker,2008,159.0,5.6
12904,I.O.U.S.A.,2008,15.0,7.0
12905,Mirrors,2008,494.0,6.0
12906,A Girl Cut in Two,2007,19.0,6.0
12907,Fly Me to the Moon,2008,46.0,4.4
12908,Trumbo,2007,6.0,7.5
12909,Variety Lights,1950,11.0,6.6
12910,Path to War,2002,10.0,5.9
12911,Sukiyaki Western Django,2007,79.0,6.3
12912,American Zombie,2007,10.0,4.9
12913,Noise,2008,20.0,5.5
12914,Return to House on Haunted Hill,2007,58.0,5.1
12915,Feed,2005,38.0,5.7
12916,Somers Town,2008,24.0,6.9
12917,Burn After Reading,2008,1251.0,6.5
12918,Disaster Movie,2008,250.0,3.1
