,title,crew,return,release_date,release_year,budget,revenue
3696,Thomas and the Magic Railroad,['Britt Allcroft'],0.0,2000-07-26,2000,0,0.0
3697,Nutty Professor II: The Klumps,['Peter Segal'],1.47,2000-07-27,2000,84000000,123307945.0
3698,The Girl on the Bridge,['Patrice Leconte'],0.0,1999-03-31,1999,0,0.0
3699,Wonderland,['Michael Winterbottom'],0.0,1999-05-13,1999,0,0.0
3700,Autumn in New York,['Joan Chen'],0.0,2000-08-11,2000,65000000,0.0
3701,Coyote Ugly,['David McNally'],2.53,2000-07-30,2000,45000000,113916474.0
3702,Hollow Man,['Paul Verhoeven'],2.0,2000-08-04,2000,95000000,190213455.0
3703,Space Cowboys,['Clint Eastwood'],1.98,2000-07-31,2000,65000000,128884132.0
3704,Better Living,['Max Mayer'],0.0,1998-11-02,1998,0,0.0
3705,Mad About Mambo,['John Forte'],0.0,2000-04-04,2000,0,0.0
3706,Psycho Beach Party,['Robert Lee King'],0.0,2000-08-06,2000,1500000,0.0
3707,Saving Grace,['Nigel Cole'],2.63,2000-01-24,2000,10000000,26330482.0
3708,Black Sabbath,['Mario Bava'],0.0,1963-08-22,1963,0,0.0
3709,The Brain That Wouldn't Die,['Joseph Green'],0.0,1962-02-25,1962,62000,0.0
3710,Bronco Billy,['Clint Eastwood'],0.0,1980-06-11,1980,0,0.0
3711,The Crush,['Alan Shapiro'],2.27,1993-04-02,1993,6000000,13609396.0
3712,Kelly's Heroes,['Brian G. Hutton'],1.3,1970-06-22,1970,4000000,5200000.0
3713,Phantasm II,['Don Coscarelli'],2.43,1988-07-08,1988,3000000,7282851.0
3714,Phantasm III: Lord of the Dead,['Don Coscarelli'],0.0,1994-05-06,1994,2500000,0.0
3715,Phantasm IV: Oblivion,['Don Coscarelli'],0.0,1998-07-31,1998,650000,0.0
3716,Pumpkinhead,['Stan Winston'],1.25,1988-06-09,1988,3500000,4385516.0
3717,Air America,['Roger Spottiswoode'],0.0,1990-08-10,1990,0,33461269.0
3718,Sleepaway Camp,['Robert Hiltzik'],0.0,1983-11-18,1983,350000,0.0
3719,Steel Magnolias,['Herbert Ross'],0.0,1989-11-15,1989,0,95904091.0
3720,...And God Created Woman,['Roger Vadim'],0.0,1956-11-28,1956,0,0.0
3721,Easy Money,['James Signorelli'],0.0,1983-08-19,1983,0,0.0
3722,Ilsa: She Wolf of the SS,['Don Edmonds'],0.0,1975-10-01,1975,0,0.0
3723,Silent Fall,['Bruce Beresford'],0.11,1994-10-28,1994,30000000,3180674.0
3724,The Spiral Staircase,['Robert Siodmak'],0.0,1946-02-06,1946,0,0.0
3725,What Ever Happened to Aunt Alice?,['Lee H. Katzin'],0.0,1969-08-20,1969,0,0.0
3726,Margaret Cho: I'm the One That I Want,['Lionel Coleman'],0.0,2000-07-01,2000,0,0.0
3727,The Tao of Steve,['Jenniphr Goodman'],0.0,2000-08-04,2000,0,0.0
3728,The Tic Code,['Gary Winick'],0.0,2000-06-01,2000,0,0.0
3729,Aimee & Jaguar,['Max Färberböck'],0.0,1999-02-10,1999,0,0.0
3730,An Affair of Love,['Frédéric Fonteyne'],0.0,1999-09-04,1999,0,0.0
3731,The Autumn Heart,['Steven Maler'],0.0,1999-01-27,1999,0,11532.0
3732,Bless the Child,['Chuck Russell'],0.0,2000-08-11,2000,40000000,0.0
3733,Cecil B. Demented,['John Waters'],0.0,2000-05-17,2000,10000000,0.0
3734,The Eyes of Tammy Faye,"['Fenton Bailey', 'Randy Barbato']",0.0,2000-01-25,2000,0,0.0
3735,The Opportunists,['Myles Connell'],0.0,2000-05-17,2000,0,0.0
3736,The Replacements,['Howard Deutch'],0.0,2000-08-07,2000,0,0.0
3737,About Adam,['Gerard Stembridge'],0.0,2000-01-28,2000,0,151559.0
3738,The Cell,['Tarsem Singh'],3.16,2000-08-17,2000,33000000,104155843.0
3739,Godzilla 2000,['Takao Okawara'],10.04,1999-12-11,1999,1000000,10037390.0
3740,The Original Kings of Comedy,['Spike Lee'],0.0,2000-08-18,2000,0,0.0
3741,Sunset Strip,['Adam Collis'],0.0,2000-08-18,2000,0,0.0
3742,All the Rage,['James D. Stern'],0.0,1999-09-11,1999,0,0.0
3743,The Naked Gun: From the Files of Police Squad!,['David Zucker'],6.56,1988-12-02,1988,12000000,78756177.0
3744,The Naked Gun 2½: The Smell of Fear,['David Zucker'],3.78,1991-06-28,1991,23000000,86930411.0
3745,Our Town,['Sam Wood'],0.0,1940-05-24,1940,0,0.0
3746,Shane,['George Stevens'],6.45,1953-04-23,1953,3100000,20000000.0
3747,"Suddenly, Last Summer",['Joseph L. Mankiewicz'],0.0,1959-12-22,1959,3000000,0.0
3748,Cat Ballou,['Elliot Silverstein'],0.0,1965-06-24,1965,0,20666667.0
3749,A Couch in New York,['Chantal Akerman'],0.0,1996-01-01,1996,0,0.0
3750,The Devil Rides Out,['Terence Fisher'],0.0,1968-07-20,1968,0,0.0
3751,Jerry and Tom,['Saul Rubinek'],0.0,1998-12-04,1998,0,0.0
3752,Supergirl,['Jeannot Szwarc'],0.41,1984-11-19,1984,35000000,14296438.0
3753,X: The Unknown,"['Joseph Losey', 'Leslie Norman']",0.0,1956-09-21,1956,0,0.0
3754,The Art of War,['Christian Duguay'],0.75,2000-08-23,2000,40000000,30199105.0
3755,The Ballad of Ramblin' Jack,['Aiyana Elliott'],0.0,2000-01-26,2000,0,0.0
3756,Phish: Bittersweet Motel,[],0.0,2000-08-25,2000,0,0.0
3757,Bring It On,['Peyton Reed'],3.23,2000-08-25,2000,28000000,90449929.0
3758,Catfish in Black Bean Sauce,['Chi Muoi Lo'],0.0,2000-06-09,2000,0,0.0
3759,The Crew,['Michael Dinner'],0.0,2000-08-21,2000,0,0.0
3760,Love & Sex,['Valerie Breiman'],0.0,2000-01-24,2000,0,0.0
3761,Steal This Movie,['Robert Greenwald'],0.0,2000-08-18,2000,0,0.0
3762,Went to Coney Island on a Mission from God... Be Back by Five,[],0.0,1998-01-01,1998,0,0.0
3763,Skipped Parts,['Tamra Davis'],0.0,2000-06-06,2000,0,0.0
3764,Highlander: Endgame,['Douglas Aarniokoski'],0.63,2000-09-01,2000,25000000,15843608.0
3765,Backstage,['Chris Fiore'],0.0,2000-09-08,2000,0,0.0
3766,Turn It Up,['Robert Adetuyi'],0.0,2000-09-06,2000,0,0.0
3767,Anatomy,['Stefan Ruzowitzky'],0.0,2000-02-03,2000,0,0.0
3768,Nurse Betty,['Neil LaBute'],0.0,2000-09-08,2000,24000000,0.0
3769,Alone,['Benito Zambrano'],0.0,1999-03-05,1999,0,0.0
3770,The Watcher,['Joe Charbanic'],0.0,2000-09-08,2000,33000000,0.0
3771,The Way of the Gun,['Christopher McQuarrie'],2.25,2000-09-08,2000,8500000,19125401.0
3772,Almost Famous,['Cameron Crowe'],0.79,2000-09-15,2000,60000000,47383689.0
3773,Bait,['Antoine Fuqua'],0.0,2000-09-14,2000,35000000,0.0
3774,Circus,['Rob Walker'],0.0,2000-05-05,2000,0,0.0
3775,Crime + Punishment in Suburbia,['Robert Schmidt'],0.0,2000-01-01,2000,0,26394.0
3776,Duets,['Bruce Paltrow'],0.0,2000-09-09,2000,0,0.0
3777,Goya in Bordeaux,['Carlos Saura'],0.0,1999-09-04,1999,0,0.0
3778,Urbania,['Jon Matthews'],0.0,2000-01-24,2000,0,0.0
3779,Uninvited Guest,['Timothy Wayne Folsome'],0.0,1999-06-01,1999,0,170832.0
3780,The Specials,['Craig Mazin'],0.0,2000-09-22,2000,0,0.0
3781,Under Suspicion,['Stephen Hopkins'],0.01,2000-09-24,2000,25000000,260562.0
3782,Prince of Central Park,['John Leekley'],0.0,2000-09-22,2000,0,0.0
3783,Urban Legends: Final Cut,['John Ottman'],2.76,2000-09-19,2000,14000000,38574362.0
3784,Woman on Top,['Fina Torres'],0.0,2000-09-22,2000,8000000,0.0
3785,Dancer in the Dark,['Lars von Trier'],3.13,2000-05-17,2000,12800000,40031879.0
3786,Best in Show,['Christopher Guest'],0.0,2000-09-19,2000,0,0.0
3787,Beautiful,['Sally Field'],0.0,2000-09-10,2000,0,0.0
3788,Barenaked in America,['Jason Priestley'],0.0,1999-01-01,1999,0,0.0
3789,The Broken Hearts Club: A Romantic Comedy,['Greg Berlanti'],1.74,2000-02-01,2000,1000000,1744858.0
3790,Girlfight,['Karyn Kusama'],0.0,2000-05-01,2000,0,0.0
3791,Remember the Titans,['Boaz Yakin'],4.56,2000-09-29,2000,30000000,136706683.0
3792,Hellraiser,['Clive Barker'],14.56,1987-09-11,1987,1000000,14564027.0
3793,Hellbound: Hellraiser II,['Tony Randel'],4.03,1988-12-23,1988,3000000,12090735.0
3794,Hellraiser III: Hell on Earth,['Anthony Hickox'],2.51,1992-09-11,1992,5000000,12534961.0
3795,"Faraway, So Close!",['Wim Wenders'],0.0,1993-09-09,1993,0,810455.0
3796,Beach Party,['William Asher'],0.0,1963-08-07,1963,0,0.0
3797,Bikini Beach,['William Asher'],0.0,1964-07-22,1964,0,0.0
3798,Return of the Fly,['Edward Bernds'],0.0,1959-07-01,1959,0,0.0
3799,Pajama Party,['Don Weis'],0.0,1964-11-11,1964,0,0.0
3800,Stranger Than Paradise,['Jim Jarmusch'],0.0,1984-10-01,1984,0,0.0
3801,Voyage to the Bottom of the Sea,['Irwin Allen'],4.43,1961-07-12,1961,1580000,7000000.0
3802,Fantastic Voyage,['Richard Fleischer'],2.35,1966-08-24,1966,5115000,12000000.0
3803,Abbott and Costello Meet Frankenstein,['Charles Barton'],0.0,1948-06-15,1948,0,0.0
3804,The Bank Dick,['Edward F. Cline'],0.0,1940-11-29,1940,0,0.0
3805,Creature from the Black Lagoon,['Jack Arnold'],0.0,1954-03-05,1954,0,1300000.0
3806,The Giant Gila Monster,['Ray Kellogg'],0.0,1959-06-25,1959,0,0.0
3807,The Invisible Man,['James Whale'],0.0,1933-11-13,1933,328000,0.0
3808,The Killer Shrews,['Ray Kellogg'],0.0,1959-06-25,1959,0,0.0
3809,Kronos,['Kurt Neumann'],0.0,1957-03-31,1957,0,0.0
3810,Phantom of the Opera,['Arthur Lubin'],0.0,1943-08-27,1943,1500000,0.0
3811,Runaway,['Michael Crichton'],0.0,1984-12-14,1984,0,0.0
3812,The Slumber Party Massacre,['Amy Holden Jones'],0.0,1982-11-12,1982,0,0.0
3813,Slumber Party Massacre II,['Deborah Brock'],0.0,1987-10-30,1987,0,0.0
3814,Slumber Party Massacre III,['Sally Mattison'],0.0,1990-09-07,1990,0,0.0
3815,Sorority House Massacre,['Carol Frank'],0.0,1986-10-01,1986,0,0.0
3816,Sorority House Massacre II,['Jim Wynorski'],0.0,1990-10-05,1990,0,0.0
3817,Bamboozled,['Spike Lee'],0.0,2000-10-06,2000,0,0.0
3818,Bootmen,['Dein Perry'],0.0,2000-10-05,2000,0,0.0
3819,Digimon: The Movie,"['Mamoru Hosoda', 'Shigeyasu Yamauchi']",0.0,2000-03-17,2000,5500000,0.0
3820,Get Carter,['Stephen T. Kay'],0.31,2000-10-06,2000,63600000,19412993.0
3821,Get Carter,['Mike Hodges'],0.0,1971-03-03,1971,1814462,0.0
3822,Meet the Parents,['Jay Roach'],6.01,2000-10-06,2000,55000000,330444045.0
3823,Requiem for a Dream,['Darren Aronofsky'],1.64,2000-10-27,2000,4500000,7390108.0
3824,Tigerland,['Joel Schumacher'],0.0,2000-09-22,2000,10000000,0.0
3825,Two Family House,['Raymond De Felitta'],0.0,2000-01-21,2000,0,0.0
3826,The Contender,['Rod Lurie'],0.0,2000-10-13,2000,9000000,0.0
3827,Dr. T and the Women,['Robert Altman'],0.0,2000-09-13,2000,12000000,0.0
3828,Just Looking,['Jason Alexander'],0.0,1999-10-21,1999,3000000,0.0
3829,The Ladies Man,['Reginald Hudlin'],0.57,2000-10-13,2000,24000000,13700000.0
3830,Lost Souls,['Janusz Kamiński'],0.0,2000-10-13,2000,0,0.0
3831,Billy Jack,['Tom Laughlin'],0.0,1971-08-02,1971,0,0.0
3832,Billy Jack Goes to Washington,['Tom Laughlin'],0.0,1977-04-16,1977,0,0.0
3833,The Time Machine,['George Pal'],0.0,1960-08-17,1960,750000,0.0
3834,Haunted,['Lewis Gilbert'],0.0,1995-10-27,1995,0,0.0
3835,Ghoulies,['Luca Bercovici'],35.0,1984-11-08,1984,1000000,35000000.0
3836,Ghoulies II,['Albert Band'],0.0,1987-09-18,1987,0,0.0
3837,The Unsinkable Molly Brown,['Charles Walters'],0.0,1964-06-11,1964,0,0.0
3838,The Adventures of Ichabod and Mr. Toad,"['James Algar', 'Clyde Geronimi', 'Jack Kinney']",0.0,1949-10-05,1949,0,0.0
3839,The Strange Love of Martha Ivers,['Lewis Milestone'],0.0,1946-07-24,1946,0,0.0
3840,Detour,['Edgar G. Ulmer'],0.0,1945-11-30,1945,30,0.0
3841,Billy Elliot,['Stephen Daldry'],22.0,2000-05-18,2000,5000000,110000000.0
3842,Bedazzled,['Harold Ramis'],1.88,2000-10-19,2000,48000000,90383208.0
3843,Pay It Forward,['Mimi Leder'],1.39,2000-10-12,2000,40000000,55707411.0
3844,The Beyond,['Lucio Fulci'],0.0,1981-04-22,1981,0,0.0
3845,The Private Eyes,['Lang Elliott'],0.0,1980-04-17,1980,0,0.0
3846,The Legend of Drunken Master,['Liu Chia-Liang'],0.0,1994-02-03,1994,0,0.0
3847,Book of Shadows: Blair Witch 2,['Joe Berlinger'],0.0,2000-10-27,2000,0,0.0
3848,The Little Vampire,['Uli Edel'],0.62,2000-10-27,2000,22000000,13555988.0
3849,Lucky Numbers,['Nora Ephron'],0.0,2000-10-27,2000,65000000,0.0
3850,Stardom,['Denys Arcand'],0.0,2000-10-13,2000,0,0.0
3851,Charlie's Angels,['McG'],2.87,2000-11-02,2000,92000000,264105545.0
3852,The Legend of Bagger Vance,['Robert Redford'],0.49,2000-11-02,2000,80000000,39459427.0
3853,Little Nicky,['Steven Brill'],0.0,2000-11-10,2000,85000000,0.0
3854,Men of Honor,"['George Tillman, Jr.']",1.53,2000-09-13,2000,32000000,48814909.0
3855,Red Planet,['Antony Hoffman'],0.42,2000-11-10,2000,80000000,33463969.0
3856,What's Cooking?,['Gurinder Chadha'],0.0,2000-01-20,2000,0,0.0
3857,You Can Count on Me,['Kenneth Lonergan'],0.0,2000-11-17,2000,0,0.0
3858,Diamonds Are Forever,['Guy Hamilton'],16.11,1971-12-13,1971,7200000,116019547.0
3859,The Eagle Has Landed,['John Sturges'],0.0,1976-12-24,1976,0,0.0
3860,The 6th Day,['Roger Spottiswoode'],1.17,2000-11-17,2000,82000000,96085477.0
3861,Bounce,['Don Roos'],1.05,2000-11-15,2000,35000000,36779296.0
3862,How the Grinch Stole Christmas,['Ron Howard'],2.81,2000-11-17,2000,123000000,345141403.0
3863,One Day in September,['Kevin Macdonald'],0.0,1999-10-22,1999,0,0.0
3864,Rugrats in Paris: The Movie,['Stig Bergqvist'],3.43,2000-09-14,2000,30,103.0
3865,102 Dalmatians,['Kevin Lima'],2.16,2000-10-07,2000,85000000,183611771.0
3866,Malena,['Giuseppe Tornatore'],0.0,2000-10-27,2000,0,0.0
3867,Quills,['Philip Kaufman'],0.52,2000-11-22,2000,13500000,7060876.0
3868,Unbreakable,['M. Night Shyamalan'],3.31,2000-11-13,2000,75000000,248118121.0
3869,Boys Life 3,"['Gregory Cooke', 'Jason Gould', 'Bradley Rust Gray', 'Lane Janger', 'David Fourier']",0.0,2000-11-16,2000,0,0.0
3870,"Crouching Tiger, Hidden Dragon",['Ang Lee'],12.56,2000-10-01,2000,17000000,213525736.0
3871,Dungeons & Dragons,['Courtney Solomon'],0.43,2000-12-08,2000,35000000,15185241.0
3872,Proof of Life,['Taylor Hackford'],0.0,2000-12-08,2000,65000000,0.0
3873,Vertical Limit,['Martin Campbell'],2.88,2000-12-08,2000,75000000,215663859.0
3874,The Bounty,['Roger Donaldson'],0.34,1984-05-04,1984,25000000,8613462.0
3875,Code of Silence,['Andrew Davis'],0.0,1985-05-03,1985,0,20345361.0
3876,"Planes, Trains and Automobiles",['John Hughes'],0.0,1987-11-26,1987,0,49230280.0
3877,She's Having a Baby,['John Hughes'],0.0,1988-02-05,1988,0,0.0
3878,Secrets of the Heart,['Montxo Armendáriz'],0.0,1997-03-19,1997,0,0.0
3879,The Living Daylights,['John Glen'],4.78,1987-06-29,1987,40000000,191185897.0
3880,The Transformers: The Movie,['Nelson Shin'],0.97,1986-08-08,1986,6000000,5849647.0
3881,Wall Street,['Oliver Stone'],2.92,1987-12-10,1987,15000000,43848069.0
3882,Born on the Fourth of July,['Oliver Stone'],11.5,1989-12-20,1989,14000000,161001698.0
3883,Talk Radio,['Oliver Stone'],0.87,1988-12-21,1988,4000000,3468572.0
3884,Brewster's Millions,['Walter Hill'],2.29,1985-05-22,1985,20000000,45833132.0
3885,Snatch,['Guy Ritchie'],8.36,2000-09-01,2000,10000000,83557872.0
3886,Punchline,['David Seltzer'],1.4,1988-10-07,1988,15000000,21032267.0
3887,Mr Accident,['Yahoo Serious'],0.0,2000-03-24,2000,0,0.0
3888,Chocolat,['Lasse Hallström'],6.1,2000-12-14,2000,25000000,152500343.0
3889,"Dude, Where’s My Car?",['Danny Leiner'],5.63,2000-12-15,2000,13000000,73180723.0
3890,The Emperor's New Groove,['Mark Dindal'],1.69,2000-12-09,2000,100000000,169327687.0
3891,Pollock,['Ed Harris'],1.33,2000-09-06,2000,6,8.0
3892,What Women Want,['Nancy Meyers'],5.34,2000-12-15,2000,70000000,374111707.0
3893,Finding Forrester,['Gus Van Sant'],1.86,2000-12-21,2000,43000000,80049764.0
3894,The Gift,['Sam Raimi'],1.2,2000-12-22,2000,10000000,12008642.0
3895,Before Night Falls,['Julian Schnabel'],0.0,2000-09-03,2000,0,8524534.0
3896,Cast Away,['Robert Zemeckis'],4.77,2000-12-22,2000,90000000,429632142.0
3897,The Family Man,['Brett Ratner'],0.0,2000-12-12,2000,60000000,0.0
3898,The House of Mirth,['Terence Davies'],0.52,2000-09-23,2000,10000000,5164404.0
3899,Miss Congeniality,['Donald Petrie'],4.71,2000-12-14,2000,45000000,212000000.0
3900,Nowhere to Hide,['Lee Myung-Se'],0.0,1999-01-01,1999,0,0.0
3901,"O Brother, Where Art Thou?",['Joel Coen'],2.76,2000-08-30,2000,26000000,71868327.0
3902,Songcatcher,['Maggie Greenwald'],0.0,2001-03-01,2001,0,0.0
3903,State and Main,['David Mamet'],0.0,2000-08-26,2000,0,0.0
3904,Dracula 2000,['Patrick Lussier'],1.18,2000-12-22,2000,28000000,33000337.0
3905,All the Pretty Horses,['Billy Bob Thornton'],0.0,2000-12-11,2000,57000000,0.0
3906,An Everlasting Piece,['Barry Levinson'],0.0,2000-12-22,2000,0,0.0
3907,Thirteen Days,['Roger Donaldson'],0.43,2000-12-24,2000,80000000,34566746.0
3908,Traffic,['Steven Soderbergh'],4.32,2000-12-27,2000,48000000,207515725.0
3909,The Claim,['Michael Winterbottom'],0.0,2000-12-29,2000,0,0.0
3910,Shadow of the Vampire,['E. Elias Merhige'],1.03,2000-05-15,2000,8000000,8279017.0
3911,House of Games,['David Mamet'],0.0,1987-10-11,1987,0,2585639.0
3912,Kill Me Again,['John Dahl'],0.0,1989-10-27,1989,4000000,0.0
3913,Annie,['John Huston'],1.14,1982-06-18,1982,50000000,57059003.0
3914,Don't Tell Mom the Babysitter's Dead,['Stephen Herek'],2.52,1991-06-07,1991,10000000,25196249.0
3915,An Officer and a Gentleman,['Taylor Hackford'],0.0,1982-07-28,1982,0,129795554.0
3916,The Alamo,['John Wayne'],0.66,1960-10-23,1960,12000000,7900000.0
3917,At Close Range,['James Foley'],0.36,1986-04-18,1986,6500000,2347000.0
3918,Breaker! Breaker!,['Don Hulette'],0.0,1977-04-01,1977,0,0.0
3919,Breakheart Pass,['Tom Gries'],0.0,1975-12-25,1975,0,0.0
3920,Friendly Persuasion,['William Wyler'],0.0,1956-11-25,1956,0,0.0
3921,Gettysburg,['Ronald F. Maxwell'],0.0,1993-10-08,1993,0,25000000.0
3922,Imaginary Crimes,['Anthony Drazan'],0.0,1994-10-14,1994,0,0.0
3923,Rancho Deluxe,['Frank Perry'],0.0,1975-01-01,1975,0,0.0
3924,The St  Francisville Experiment,['Ted Nicolaou'],0.0,2000-04-15,2000,0,0.0
3925,Antitrust,['Peter Howitt'],0.61,2001-01-12,2001,30000000,18195610.0
3926,Double Take,['George Gallo'],0.0,2001-01-12,2001,0,0.0
3927,Save the Last Dance,['Thomas Carter'],7.0,2001-01-12,2001,13000000,91038276.0
3928,Panic,['Henry Bromell'],0.78,2000-12-01,2000,1000000,779137.0
3929,The Pledge,['Sean Penn'],0.84,2001-01-09,2001,35000000,29400000.0
3930,Kids World,['Dale G. Bradley'],0.0,2001-12-07,2001,0,0.0
3931,The Personals,['Chen Kuo-Fu'],0.0,1998-03-13,1998,0,0.0
3932,The Amati Girls,['Anne De Salvo'],0.0,2001-01-09,2001,0,0.0
3933,Love Field,['Jonathan Kaplan'],0.0,1992-12-11,1992,0,0.0
3934,The Man in the Moon,['Robert Mulligan'],0.0,1991-09-30,1991,0,2853801.0
3935,Mystic Pizza,['Donald Petrie'],0.0,1988-10-13,1988,0,0.0
3936,Prelude to a Kiss,['Norman René'],0.0,1992-07-10,1992,0,22697691.0
3937,Coffy,['Jack Hill '],0.0,1973-06-13,1973,500000,0.0
3938,Foxy Brown,['Jack Hill '],0.0,1974-04-05,1974,500000,0.0
3939,I'm Gonna Git You Sucka,['Keenen Ivory Wayans'],0.0,1988-11-10,1988,0,0.0
3940,Untamed Heart,['Tony Bill'],0.0,1993-02-12,1993,0,18899204.0
3941,Sugar & Spice,['Francine McDougall'],1.21,2001-01-24,2001,11000000,13276953.0
3942,The Wedding Planner,['Adam Shankman'],2.71,2001-01-26,2001,35000000,94728529.0
3943,Amy,['Nadia Tass'],0.0,1997-09-12,1997,0,0.0
3944,Dog Run,[],0.0,2001-04-04,2001,0,0.0
3945,Faithless,['Liv Ullmann'],0.0,2000-09-15,2000,0,0.0
3946,The Invisible Circus,['Adam Brooks'],0.0,2001-02-23,2001,0,0.0
3947,The Legend of Rita,['Volker Schlöndorff'],0.0,2000-09-14,2000,0,0.0
3948,A Monkey's Tale,['Jean-François Laguionie'],0.0,1999-06-02,1999,0,0.0
3949,Two Ninas,['Neil Turitz'],0.0,2000-12-01,2000,0,0.0
3950,"Harry, He's Here To Help",['Dominik Moll'],0.0,2000-08-15,2000,0,3818452.0
3951,Amazing Grace and Chuck,['Mike Newell'],0.0,1987-05-22,1987,0,0.0
3952,Amazon Women on the Moon,"['Joe Dante', 'Carl Gottlieb', 'Peter Horton', 'John Landis', 'Robert K. Weiss']",0.0,1987-09-18,1987,0,0.0
3953,Baby Boom,['Charles Shyer'],0.0,1987-09-17,1987,0,0.0
3954,Back to the Beach,['Lyndall Hobbs'],0.0,1987-08-07,1987,0,0.0
3955,Barfly,['Barbet Schroeder'],1.07,1987-09-02,1987,3000000,3221568.0
3956,Best Seller,['John Flynn'],0.0,1987-09-25,1987,0,4278150.0
3957,Beverly Hills Cop II,['Tony Scott'],15.0,1987-05-18,1987,20000000,299965036.0
3958,Beverly Hills Cop,['Martin Brest'],21.09,1984-11-29,1984,15000000,316360478.0
3959,The Big Easy,['Jim McBride'],0.0,1986-11-27,1986,0,0.0
3960,Big Shots,['Robert Mandel'],0.0,1987-10-02,1987,0,0.0
3961,The Big Town,['Ben Bolt'],0.0,1987-09-25,1987,0,1700000.0
3962,Born in East L.A.,['Cheech Marin'],0.0,1987-08-21,1987,0,0.0
3963,The Brave Little Toaster,['Jerry Rees'],0.0,1987-07-09,1987,2000000,0.0
3964,Can't Buy Me Love,['Steve Rash'],17.57,1987-08-14,1987,1800000,31623833.0
3965,Cherry 2000,['Steve De Jarnatt'],0.0,1987-11-12,1987,10000000,14000.0
3966,Cop,['James B. Harris'],0.0,1988-01-01,1988,2,0.0
3967,Critical Condition,['Michael Apted'],0.0,1987-01-16,1987,14000000,0.0
3968,Cry Freedom,['Richard Attenborough'],0.0,1987-11-05,1987,0,0.0
3969,Curse,['Kong Yeung'],0.0,1987-01-01,1987,0,0.0
3970,Dead of Winter,['Arthur Penn'],0.0,1987-02-06,1987,0,2413427.0
3971,The Dead,['John Huston'],0.0,1987-09-03,1987,0,0.0
3972,Death Before Dishonor,['Terry Leonard'],0.0,1987-02-20,1987,0,0.0
3973,Disorderlies,['Michael Schultz'],0.0,1987-07-14,1987,0,10348437.0
3974,Dogs in Space,['Richard Lowenstein'],0.0,1986-12-18,1986,0,0.0
3975,Eddie Murphy Raw,['Robert Townsend'],0.0,1987-11-25,1987,0,50504655.0
3976,Empire of the Sun,['Steven Spielberg'],0.64,1987-12-09,1987,35000000,22238696.0
3977,Ernest Goes to Camp,['John R. Cherry III'],7.84,1987-05-22,1987,3000000,23509382.0
3978,The Evil Dead,['Sam Raimi'],84.0,1981-10-15,1981,350000,29400000.0
3979,Extreme Prejudice,['Walter Hill'],0.0,1987-04-24,1987,0,0.0
3980,Family Viewing,['Atom Egoyan'],0.0,1987-10-02,1987,0,0.0
3981,Five Corners,['Tony Bill'],0.0,1987-09-11,1987,0,0.0
3982,Flowers in the Attic,['Jeffrey Bloom'],0.0,1987-11-20,1987,0,0.0
3983,The Fourth Protocol,['John Mackenzie'],0.0,1987-08-28,1987,0,0.0
3984,Gardens of Stone,['Francis Ford Coppola'],0.0,1987-05-05,1987,0,5262047.0
3985,Julia and Julia,['Peter Del Monte'],0.0,1987-01-01,1987,0,0.0
3986,The Glass Menagerie,['Paul Newman'],0.0,1987-10-23,1987,0,0.0
3987,"Good Morning, Babylon","['Paolo Taviani', 'Vittorio Taviani']",0.0,1987-05-13,1987,0,183700.0
3988,Hiding Out,['Bob Giraldi'],0.0,1987-11-06,1987,0,0.0
3989,Hollywood Shuffle,['Robert Townsend'],0.0,1987-03-20,1987,0,0.0
3990,Hope and Glory,['John Boorman'],0.0,1987-09-03,1987,0,0.0
3991,Hot Pursuit,['Steven Lisberger'],0.0,1987-05-08,1987,0,4215859.0
3992,Housekeeping,['Bill Forsyth'],0.0,1987-11-25,1987,0,1083282.0
3993,Hunk,['Lawrence Bassoff'],0.0,1987-03-06,1987,0,1749956.0
3994,Innerspace,['Joe Dante'],0.0,1987-06-30,1987,0,25893810.0
3995,Ironweed,['Hector Babenco'],0.0,1987-12-18,1987,0,0.0
3996,Ishtar,['Elaine May'],0.26,1987-05-15,1987,55000000,14375181.0
3997,Jaws: The Revenge,['Joseph Sargent'],2.26,1987-07-17,1987,23000000,51881013.0
3998,Leonard Part 6,['Paul Weiland'],0.0,1987-12-18,1987,0,4916871.0
