,index,title,genres,id,release_year,runtime,popularity,cast,crew
1029,1029,Dave,Comedy,11566,1993,110.0,13.696394,"Kevin Kline Sigourney Weaver Frank Langella Kevin Dunn Ving Rhames Ben Kingsley Charles Grodin Faith Prince Laura Linney Bonnie Hunt Parley Baer Stefan Gierasch Anna Deavere Smith Charles Hallahan Tom Dugan Alba Oms Steve Witting Kellen Sampson Lexie Bigham Frederic W. Barnes Ronald Brownstein Eleanor Clift Chris Dodd Tom Harkin Bernard Kalb Larry King Michael Kinsley Morton Kondracke Jay Leno Frank Mankiewicz Chris Matthews John McLaughlin Howard Metzenbaum Abner J. Mikva Robert D. Novak ""Thomas P. Tip ONeill"" Richard Reeves Arnold Schwarzenegger Paul Simon Alan Simpson Ben Stein Oliver Stone Kathleen Sullivan Jeff Tackett Helen Thomas Nina Totenberg Sander Vanocur John Yang Stephen Root Catherine Reitman Dawn Arnemann Marianna Harris Sarah Marshall Ralph Manza George Martin Laurie Franks Tom Kurlander Dendrie Taylor Joe Kuroda Geneviève Robert Jason Reitman Ruth Goldway Frank Birney Paul Collins Peter White Robin Gammell Heather Hewitt Gary Ross Jeffrey Joseph Bonnie Bartlett Robert Walsh William Pitts Dan Butler Wendy Gordon Ben Patrick Johnson Steve Kmetko",Ivan Reitman
1030,1030,A Nightmare on Elm Street,Horror,377,1984,91.0,13.694713,John Saxon Ronee Blakley Heather Langenkamp Amanda Wyss Jsu Garcia Johnny Depp Robert Englund Leslie Hoffman Joe Unger Charles Fleischer Joseph Whipp Lin Shaye Mimi Craven David Andrews Jack Shea Ed Call Sandy Lipton Jeff Levine Donna Woodrum Paul Grenier Ash Adams Don Hannah Shashawnee Hall Brian Reise Carol Pritikin Kathi Gibbs John R. Peterson Chris Tashima Antonia Yannouli,Wes Craven
1031,1031,Cars 2,Animation Family Adventure Comedy,49013,2011,106.0,13.693002,Owen Wilson Larry the Cable Guy Michael Caine Emily Mortimer John Turturro Eddie Izzard Thomas Kretschmann Joe Mantegna Peter Jacobson Bruce Campbell Tony Shalhoub Darrell Waltrip Guido Quaroni Brent Musburger Jason Isaacs David Hobbs Stanley Townsend Lloyd Sherr Paul Dooley Michel Michelis Sig Hansen Franco Nero Vanessa Redgrave Bonnie Hunt Cheech Marin Jenifer Lewis Michael Wallis Katherine Helmond John Ratzenberger Jeff Garlin Patrick Walker Lewis Hamilton Velibor Topic John Mainieri Brad Lewis Richard Kind Edie McClurg Teresa Gallagher Jeff Gordon John Lasseter Mark Winterbottom Fernando Alonso Vitaly Petrov Jan Nilsson Memo Rojas Jacques Villeneuve Sebastian Vettel,John Lasseter Brad Lewis
1032,1032,Moulin Rouge!,Drama Music Romance,824,2001,127.0,13.691781,"Nicole Kidman Ewan McGregor John Leguizamo Jim Broadbent Richard Roxburgh Garry McDonald Jacek Koman Matthew Whittet Kerry Walker ""Caroline OConnor"" Christine Anu Natalie Mendoza Lara Mulcahy David Wenham Kylie Minogue Ozzy Osbourne Deobia Oparei Linal Haft Keith Robinson Peter Whitford Norman Kaye Arthur Dignam Carole Skinner Jonathan Hardy Plácido Domingo Kiruna Stamell Anthony Young Dee Donavan Johnny Lockwood Don Reid Tara Morice Daniel Scott Veronica Beattie Lisa Callingham Rosetta Cook Fleur Denny Kelly Grauer Jaclyn Hanson Michelle Hopper Fallon King Wendy McMahon Tracie Morley Sue-Ellen Shook Jenny Wilson Luke Alleva Andrew Aroustian Stephen Colyer Steve Grace Mark Hodge Cameron Mitchell Deon Nuku Shaun Parker Troy Phillips Rodney Syaranamual Ashley Wallen Nathan Wright Susan Black Nicole Brooks Danielle Brown Anastacia Flewin Fiona Gage Alex Harrington Camilla Jakimowicz Rochelle Jones Caroline Kaspar Mandy Liddell Melanie Mackay Elise Mann Charmaine Martin Michelle Wriggles Michael Boyd ""Lorry DErcole"" Michael Edge Glyn Gray Craig Haines Stephen Holford Jamie Jewell Jason King Ryan Males Harlin Martin Andrew Micallef Jonathan Schmölzer Bradley Spargo ""Joseph Pepe Ashton"" Jordan Ashton Marcos Falagan Mitchel Falagan Chris Mayhew Hamish McCann Adrien Janssen Shaun Holloway Darren Dowlut Dennis Dowlut Pina Conti Nandy McClean Maya McClean Patrick Harding-Irmer Albin Pahernik Aurel Verne Kip Gamblin",Baz Luhrmann
1033,1033,Back to the Future Part II,Adventure Comedy Family Science Fiction,165,1989,108.0,13.689855,"Michael J. Fox Christopher Lloyd Lea Thompson Elisabeth Shue James Tolkan Jeffrey Weissman Casey Siemaszko Billy Zane Darlene Vogel Elijah Wood Jason Scott Lee Ricky Dean Logan Charles Fleischer J.J. Cohen Flea Joe Flaherty Neil Ross Al White Thomas F. Wilson E. Casanova Evans Jay Koch Charles Gherardi John Thornton Theo Schwartz Lindsey Whitney Barry Judy Ovitz Stephanie Williams Marty Levy Jim Ishida Nikki Birdsong Junior Fann Shaun Hunter George Buck Flower Tamara Carrera Tracy Dali Jennifer Brown Irina Cashen Angela Greenblatt Cameron Moore Justin Mosley Spink Lisa Freeman John Erwin Harry Waters Jr. David Harold Brown Tommy Thomas Lloyd L. Tolbert ""Granville Danny Young"" Wesley Mann Freddie Crispin Glover Todd Blood Sean Michael Fish Donald Fullilove Annette May Mary Ellen Trainor",Robert Zemeckis
1034,1034,The Shallows,Horror Drama Thriller,332567,2016,86.0,13.689175,Blake Lively Óscar Jaenada Angelo Josue Lozano Corzo José Manuel Trujillo Salas Brett Cullen Sedona Legge Pablo Calva Diego Espejel Janelle Bailey Ava Dean Chelsea Moody Sully Seagull,Jaume Collet-Serra
1035,1035,American Psycho,Thriller Drama Crime,1359,2000,102.0,13.686715,Christian Bale Willem Dafoe Jared Leto Josh Lucas Samantha Mathis Matt Ross Bill Sage Chloë Sevigny Cara Seymour Justin Theroux Guinevere Turner Reese Witherspoon Stephen Bogaert Monika Meier Reg E. Cathey Marie Dame Patricia Gage Krista Sutton Catherine Black,Mary Harron
1036,1036,The Time Traveler's Wife,Drama Romance Fantasy,24420,2009,107.0,13.682598,Eric Bana Rachel McAdams Michelle Nolden Arliss Howard Ron Livingston Brian Bisson Maggie Castle Fiona Reid Philip Craig Alex Ferris Katherine Trowell Bart Bedford Esther Jun Esther Jun Craig Snoyer Carly Street Romyen Tangsubutra Brooklynn Proulx Mario Tufino Shawn Storer David Talbot James Lafazanos Dan Duran Kenner Ames Alison MacLeod Stephen Tobolowsky Hailey McCann Donald Carrier Jan Caruana Jean Yoon Tatum McCann Duane Murray Jon Bruno Paul Francis,Robert Schwentke
1037,1037,Quantum of Solace,Adventure Action Thriller Crime,10764,2008,106.0,13.67812,"Daniel Craig Olga Kurylenko Mathieu Amalric Judi Dench Giancarlo Giannini Gemma Arterton Jeffrey Wright David Harbour Jesper Christensen Anatole Taubman Rory Kinnear Tim Pigott-Smith Joaquín Cosio Glenn Foster Paul Ritter Stana Katic Lucrezia Lante della Rovere Neil Jackson Oona Chaplin Rachel McDowall Gustavo Nanez Mark Wakeling Sarah Hadland David Decio Aaron King Alexandra Prusa Brandon Jovanovich Alexandre Krawetz Fernando Guillén Cuervo Jesús Ochoa Simon Kassianides ""Brendan OHea""",Marc Forster
1038,1038,Outbreak,Action Drama Science Fiction Thriller,6950,1995,127.0,13.676444,Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr. Donald Sutherland Patrick Dempsey Benito Martinez Malick Bowens Zakes Mokae Bruce Jarchow Dale Dye Conrad Bachmann Susan Lee Hoffman,Wolfgang Petersen
1039,1039,Halloween,Horror Thriller,948,1978,91.0,13.672759,"Donald Pleasence Jamie Lee Curtis P.J. Soles Nancy Kyes Nick Castle Tony Moran Will Sandin Charles Cyphers Kyle Richards Brian Andrews John Michael Graham Sandy Johnson Nancy Stephens Arthur Malet Mickey Yablans Brent Le Page Adam Hollander Robert Phalen David Kyle Peter Griffith Barry Bernardi John Carpenter ""George OHanlon Jr."" Darla Rae Gwen Van Dam",John Carpenter
1040,1040,Looney Tunes: Back in Action,Animation Comedy Family,10715,2003,90.0,13.666488,"Brendan Fraser Jenna Elfman Steve Martin Timothy Dalton Heather Locklear Joan Cusack Marc Lawrence Robert Picardo Ron Perlman Bill Goldberg Don Stanton Dan Stanton Dick Miller Roger Corman Kevin McCarthy Matthew Lillard Mary Woronov Bill McKinney George Murdock Vernon Wells Leo Rossi Archie Hahn Allan Graf Joe Alaskey Jeff Bennett Billy West Eric Goldberg Casey Kasem Frank Welker Austyn Cuccia Marie-Claude Jacques Michael Azria Dan Romanelli ""Ryan ODell"" Tara Wilson Tanee McCall Gelsey Weiss Brenda Mae Hamilton Liz Ramos Emily Rose Zachary Becca Sweitzer Janina Garraway Alysha Wheeler Micki Duran Chi Johnson Chi Johnson Shealan Spencer Shanti Lowry Brandon Henschel Erica Gudis John Munro Cameron Peter Graves Glen Hambly Louis Kiss Nikki Martin Laura Orrico Robert Parigi Dean Ricca",Joe Dante
1041,1041,Training Day,Action Crime Drama Thriller,2034,2001,122.0,13.664622,Denzel Washington Ethan Hawke Scott Glenn Tom Berenger Harris Yulin Cliff Curtis Snoop Dogg Dr. Dre Eva Mendes Nick Chinlund Jaime Osorio Gómez Charlotte Ayanna Kyjel N. Jolly Raymond Cruz,Antoine Fuqua
1042,1042,Saturday Night Fever,Drama Music,11009,1977,118.0,13.657204,John Travolta Karen Lynn Gorney Barry Miller Joseph Cali Julie Bovasso Sam Coppola Denny Dillon Robert Costanzo Fran Drescher Donna Pescow Val Bisoglio Paul Pape Bruce Ornstein Martin Shakar Nina Hansen Lisa Peluso Bert Michaels Robert Weil Shelly Batt,John Badham
1043,1043,St. Vincent,Comedy,239563,2014,102.0,13.655752,"Bill Murray Melissa McCarthy Naomi Watts Jaeden Lieberher ""Chris ODowd"" Terrence Howard Kimberly Quinn Lenny Venito Nate Corddry Dario Barosso Ann Dowd Katharina Damm Scott Adsit Alyssa Ruland Alexandra Fong Greta Lee Ron McLarty Reg E. Cathey ""Deirdre OConnell"" Melanie Nicholls-King Portia Maria-Christina Oliveras Ray Iannicelli Jeff Bowser Frank Wood Brenda Wehle Orlagh Cassidy Ron Bush",Theodore Melfi
1044,1044,The Zookeeper's Wife,Drama History,289222,2017,126.0,13.655178,Jessica Chastain Johan Heldenbergh Daniel Brühl Timothy Radford Efrat Dor Iddo Goldberg Shira Haas Michael McElhatton Val Maloku Martha Issová Frederick Preston Goran Kostić Anna Rust Daniel Ratimorský Theo Preston Viktoria Zakharyanova Arnošt Goldflam Marián Mitaš Martin Hofmann Jitka Smutná Waldemar Kobus Viktorie Jenicková Adira B. Cole Abbett Hana Pindurová Slavko Šobin Alena Mihulová Nataša Burger Hana Frejková Magdalena Lamparska Vilma Frantová Magdaléna Sidonová Petra Buckova Roman Vejdovec Ladislav Hampl Václav Neuzil Brian Caspe Ester Kočičková Roman Horák Jakub Šmíd Gabriel Cohen Josef Guruncz,Niki Caro
1045,1045,Braindead,Horror Comedy,763,1992,104.0,13.645568,Tim Balme Diana Peñalver Elizabeth Moody Ian Watkin Brenda Kendall Stephen Papps Murray Keane Glenis Levestam Lewis Rowe Stuart Devenie Jed Brophy Elizabeth Mulfaxe Harry Sinclair Angela Robinson Peter Jackson Davina Whitehouse,Peter Jackson
1046,1046,The Last House on the Left,Crime Thriller Horror Drama,18405,2009,110.0,13.634766,Garret Dillahunt Michael Bowen Joshua Cox Riki Lindhome Aaron Paul Sara Paxton Monica Potter Tony Goldwyn Martha MacIsaac Spencer Treat Clark Usha Khan,Dennis Iliadis
1047,1047,The Land Before Time,Animation Adventure Family,12144,1988,69.0,13.631352,Gabriel Damon Candace Hutson Judith Barsi Will Ryan Pat Hingle Helen Shaver Bill Erwin Burke Byrnes,Don Bluth
1048,1048,Siberian Education,Drama Crime,171337,2013,110.0,13.631223,John Malkovich Arnas Fedaravicius Vilius Tumalavicius Eleanor Tomlinson Peter Stormare Jonas Trukanas Andrius Paulavičius Donatas Simukauskas Vitalij Porshnev Arvydas Lebeliūnas,Gabriele Salvatores
1049,1049,Desire,Drama Romance,86331,2011,103.0,13.621581,Déborah Révy Hélène Zimmer Gowan Didi Johnny Amaro Johan Libéreau Jean-François Gallotte Brice Fournier Christelle Benoit Patrick Hauthier Léticia Belliccini Fabien Ara Margot Heurtematte Aurélia Arto Noémie Leroux-Cazaubon Yassine Azzouz,Laurent Bouhnik
1050,1050,Born on the Fourth of July,Drama War,2604,1989,145.0,13.617646,Tom Cruise Raymond J. Barry Caroline Kava Holly Marie Combs Kyra Sedgwick Tom Berenger Rob Camilletti Stephen Baldwin Mark Moses Vivica A. Fox Lili Taylor Jerry Levine Frank Whaley Willem Dafoe Josh Evans Bob Gunton Cordelia González Tony Frank Jayne Haynes Anne Bobby Richard Panebianco Tom Sizemore Michael Wincott Mike Starr Ed Lauter Daniel Baldwin Brian Tarantina Dale Dye Norma Moore Stacey Moseley Oliver Stone Sean Stone Jenna von Oy Ellen Pasternack Joy Zapata John Getz David Warshofsky Jason Gedrick Bill Allen William Baldwin Claude Brooks James Le Gros William Mapother Byron Minns Markus Flanagan R. D. Call Corkey Ford Rocky Carroll Chris Pedersen David Herman Bruce MacVittie Damien Leake David Neidorf Paul Sanchez Billie Neal Richard Poe Jake Weber Reg E. Cathey Edie Brickell Joseph P. Reidy Beau Starr Rick Masters John Del Regno Melinda Renna Andrew Lauer Ivan Kane J.R. Nutt Begonya Plaza Edith Diaz Anthony Pena Peter Crombie Ken Osborne Alan Toy Chuck Pfeiffer William Wallace Eagle-Eye Cherry Frank Cavestani John William Galt Jack McGee Jodi Long Michelle Hurst John C. McGinley Wayne Knight Elizabeth Hoffman Lucinda Jenney Annie McEnroe Réal Andrews Theresa Bell Dean Denton Ron Kovic Delia Sheppard Nick Nicholson Henry Strzalkowski Norman D. Wilson Frank Girardeau,Oliver Stone
1051,1051,Apocalypse Now,Drama War,28,1979,153.0,13.5963,Martin Sheen Marlon Brando Robert Duvall Frederic Forrest Sam Bottoms Laurence Fishburne Albert Hall Harrison Ford Dennis Hopper G. D. Spradlin Jerry Ziesmer Scott Glenn James Keane Kerry Rossall Colleen Camp Cynthia Wood Linda Carpenter Jack Thibeau Tom Mason Damien Leake Marc Coppola Glenn Walken Bill Graham Jerry Ross Charles Robinson Nick Nicholson Don Gordon Bell Evan A. Lottman R. Lee Ermey Jim Gaines Charlie Sheen Vittorio Storaro Francis Ford Coppola Henry Strzalkowski Lonnie Woodley Aurore Clément,Francis Ford Coppola
1052,1052,Only Lovers Left Alive,Drama Romance,152603,2013,123.0,13.594992,Tom Hiddleston Tilda Swinton Mia Wasikowska John Hurt Anton Yelchin Slimane Dazi Jeffrey Wright Cody Stauber Ali Amine,Jim Jarmusch
1053,1053,Dream a Little Dream,Fantasy Comedy Science Fiction Romance,15142,1989,114.0,13.592018,Corey Feldman Corey Haim Jason Robards Meredith Salenger Piper Laurie Harry Dean Stanton Susan Blakely William McNamara Matt Adler Victoria Jackson Alex Rocco Ria Pavia Lala Sloatman,Marc Rocco
1054,1054,12 Rounds,Action Adventure Drama Thriller,17134,2009,108.0,13.591485,"John Cena Aidan Gillen Ashley Scott Steve Harris Brian J. White Gonzalo Menendez Taylor Cole Kyle Russell Clements ""Peter Navy Tuiasosopo"" Travis Davis Nick Gomez Brian Stanton Rosalind Rubin Billy Slaughter Kim Collins Lara Grice Wayne Ferrara Douglas M. Griffin Vincent Flood Robert Pralgo Wally Crowder Luke Albright Bryan Johnson Luukas Harlin John Wilmot Louis Herthum David Frye Bill Martin Williams J. Omar Castro Brandi Coleman Roy Huang Mikki Val Jada K. Cox Pauline Boudreaux Hunter Burke Danie Coleman George Kimberly Bailey Doug Burch Cathy Cavadini John DeMita Tanya Vidal Dublin Judi M. Durand Greg Finley Jeff Fischer Peggy Flood Barbara Harris Amad Jackson Terence Mathews Daniel Mora Levi Nuñez Jason Pace Richard Penn Paige Pollack Michael Ralph David J. Randolph Noreen Reardon Vernon Scott Cheryl Tyre Smith Joel Swetow Ruth Zalduondo",Renny Harlin
1055,1055,We're Back! A Dinosaur's Story,Animation Science Fiction Family,18890,1993,72.0,13.58903,John Goodman Jay Leno Walter Cronkite Blaze Berdahl Rhea Perlman René Le Vant Felicity Kendal Charles Fleischer Larry King Julia Child,Simon Wells Phil Nibbelink Ralph Zondag Dick Zondag
1056,1056,Freedom Writers,Crime Drama,1646,2007,123.0,13.585233,Hilary Swank Scott Glenn Imelda Staunton Patrick Dempsey Mario April Lee Hernandez Robert Wisdom John Benjamin Hickey Pat Carroll Hunter Parrish Kristin Herrera Jaclyn Ngan Sergio Montalvo Jason Finn Deance Wyatt Vanetta Smith Gabriel Chavarria Antonio García Giovonnie Samuels Will Morales Armand Jones Ricardo Molina Angela Alvarado Tim Halligan Renee Firestone Eddie Ilam Elisabeth Mann Gloria Ungar,Richard LaGravenese
1057,1057,Street Fighter,Action Adventure Thriller,11667,1994,102.0,13.58449,Jean-Claude Van Damme Raúl Juliá Ming-Na Wen Дэмиан Чапа Kylie Minogue Wes Studi Byron Mann Roshan Seth Grand L. Bush Jay Tavare Simon Callow Andrew Bryniarski Miguel A. Núñez Jr. Robert Mammone,Steven E. de Souza
1058,1058,Inkheart,Adventure Family Fantasy,2309,2008,106.0,13.570926,"Brendan Fraser Sienna Guillory Andy Serkis Eliza Bennett Paul Bettany Jim Broadbent Helen Mirren Matt King Rafi Gavron Marnix Van Den Broeke Richard Strange Steve Speirs Jamie Foreman Stephen Graham ""Mirabel OKeefe"" John Thomson Lesley Sharp Tereza Srbova Helen Soraya Jennifer Connelly",Iain Softley
1059,1059,Kick-Ass 2,Action Adventure Crime,59859,2013,103.0,13.570264,Aaron Taylor-Johnson Chloë Grace Moretz Christopher Mintz-Plasse Clark Duke Jim Carrey Lindy Booth Donald Faison Steven Mackintosh Monica Dolan Моррис Честнат Claudia Lee Amy Anzel Augustus Prew Mary Kitchen Garrett M. Brown Lyndsy Fonseca Yancy Butler John Leguizamo Robert Emms Ella Purnell Daniel Kaluuya Charlie Clapham,Jeff Wadlow
1060,1060,A Field in England,Drama History Thriller,179111,2013,90.0,13.567726,Julian Barratt Peter Ferdinando Richard Glover Ryan Pope Reece Shearsmith Michael Smiley,Ben Wheatley
1061,1061,Lifeforce,Fantasy Horror Science Fiction Thriller,11954,1985,116.0,13.561368,Steve Railsback Peter Firth Frank Finlay Mathilda May Patrick Stewart Michael Gothard Nicholas Ball Aubrey Morris Nancy Paul John Hallam John Keegan Chris Jagger Bill Malin Derek Benfield Jerome Willis,Tobe Hooper
1062,1062,The Hunchback of Notre Dame,Drama Animation Family,10545,1996,91.0,13.553999,Tom Hulce Demi Moore Tony Jay Kevin Kline Paul Kandel Charles Kimbrough Jason Alexander Mary Wickes David Ogden Stiers Mary Kay Bergman Corey Burton Heidi Mollenhauer Jim Cummings Bill Fagerbakke Patrick Pinney Gary Trousdale Frank Welker,Gary Trousdale Kirk Wise
1063,1063,Delivery Man,Comedy,146239,2013,105.0,13.548808,Vince Vaughn Cobie Smulders Chris Pratt Britt Robertson Jack Reynor Bobby Moynihan Andrzej Blumenfeld Simon Delaney Dave Pattenden Adam Chanler-Berat Amos VanderPoel Matthew Daddario,Ken Scott
1064,1064,The Cat's Meow,Drama Mystery Thriller,35080,2001,114.0,13.546984,Kirsten Dunst Edward Herrmann Eddie Izzard Cary Elwes Joanna Lumley Jennifer Tilly,Peter Bogdanovich
1065,1065,Snitch,Thriller Drama,134411,2013,112.0,13.542675,Dwayne Johnson Barry Pepper Jon Bernthal Susan Sarandon Michael Kenneth Williams Rafi Gavron Melina Kanakaredes Nadine Velazquez Benjamin Bratt Harold Perrineau J. D. Pardo Richard Cabral Kym Jackson Jason Douglas Kyara Campos James Allen McCune Ashlynn Ross Spencer Miller Jayson Floyd Benjamin Blankenship Darnell Trotter Tim J. Smith,Ric Roman Waugh
1066,1066,Deceived,Thriller,28455,1991,104.0,13.541552,Goldie Hawn John Heard Tom Irwin Kate Reid Robin Bartlett Francesca Buller Jan Rubes Ashley Peldon Beatrice Straight Damon Redfern Charles Kassatly,Damian Harris
1067,1067,Hot Fuzz,Crime Action Comedy,4638,2007,121.0,13.535195,Simon Pegg Nick Frost Jim Broadbent Paddy Considine Rafe Spall Kevin Eldon Olivia Colman Karl Johnson Bill Bailey Timothy Dalton Edward Woodward Billie Whitelaw Eric Mason Stuart Wilson Paul Freeman Rory McCann Kenneth Cranham Maria Charles Peter Wight Julia Deakin Trevor Nichols Elizabeth Elvin Patricia Franklin Lorraine Hilton Tim Barlow Anne Reid Ben McKay Adam Buxton David Threlfall Lucy Punch David Bradley Ron Cook Stephen Merchant Alice Lowe Martin Freeman Steve Coogan Bill Nighy Peter Jackson Cate Blanchett Garth Jennings Edgar Wright Robert Popper Joe Cornish Chris Waitt Colin Michael Carmichael,Edgar Wright
1068,1068,The Fly,Horror Science Fiction,9426,1986,96.0,13.534589,Jeff Goldblum Geena Davis John Getz Joy Boushel Leslie Carlson George Chuvalo Michael Copeman David Cronenberg Carol Lazare Shawn Hewitt,David Cronenberg
1069,1069,Griffin & Phoenix,Comedy Drama Romance,15534,2006,102.0,13.534117,Amanda Peet Dermot Mulroney Sarah Paulson Blair Brown Alison Elliott Lois Smith Susan Pourfar,Ed Stone
1070,1070,Death Race,Action Thriller Science Fiction,10483,2008,105.0,13.53003,Jason Statham Joan Allen Ian McShane Tyrese Gibson Natalie Martinez Max Ryan Jacob Vargas Jason Clarke Fred Koehler Justin Mader Robert LaSardo Robin Shou John Fallon,Paul W.S. Anderson
1071,1071,The People That Time Forgot,Adventure Fantasy Science Fiction,27591,1977,90.0,13.5265,Patrick Wayne Doug McClure Sarah Douglas Dana Gillespie Thorley Walters Shane Rimmer Tony Britton John Hallam David Prowse Milton Reid Kiran Shah Richard LeParmentier Jimmy Ray Tony McHale,Kevin Connor
